LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,PROPERTY AGE,CITY
mandikhatar,75000000,3080.25,12,west,2.5,6.0,4.0,6.0,kathmandu
baluwatar,35000000,684.5,14,,4.0,,,5.0,kathmandu
chandol,46000000,2053.5,18,north,2.0,5.0,3.0,7.0,kathmandu
grande hospital,26000000,1026.75,12,south-west,2.5,3.0,4.0,11.0,kathmandu
syuchatar,32000000,2053.5,13,east,2.5,4.0,4.0,5.0,kathmandu
imadol,35000000,1369.0,13,north,3.5,6.0,3.0,7.0,lalitpur
golfutar,,1095.2,13,south-west,2.5,5.0,4.0,6.0,kathmandu
bansbari,62000000,3490.95,15,east,2.5,5.0,5.0,3.0,kathmandu
setipakha,32000000,1369.0,13,east,3.0,8.0,3.0,3.0,lalitpur
gothatar,40000000,2053.5,20,south-west,2.5,4.0,3.0,13.0,kathmandu
 syuchatar,22000000,1369.0,14,north,2.5,5.0,2.0,11.0,kathmandu
balkot,28000000,2233.81,20,south,3.0,4.0,4.0,4.0,bhaktapur
bhaktapur,14000000,1095.2,12,west,2.0,3.0,2.0,9.0,bhaktapur
nakhipot,,1095.2,20,south,2.5,4.0,4.0,5.0,lalitpur
nakhudole,29000000,1369.0,20,west,2.5,3.0,2.0,11.0,lalitpur
ochu height,27500000,1060.9750000000001,13,north,3.0,6.0,5.0,3.0,lalitpur
narayantar,37500000,1095.2,16,south-west,2.5,7.0,4.0,5.0,kathmandu
nakhipot,71000000,1369.0,10,east-south,3.5,7.0,6.0,7.0,lalitpur
 bhaisepati,29000000,1060.9750000000001,13,east-north,2.0,5.0,5.0,2.0,lalitpur
hattiban,21100000,1369.0,13,south,2.0,3.0,3.0,4.0,lalitpur
manamaiju,73500000,3114.475,13,east-south,3.5,4.0,3.0,11.0,kathmandu
budhanilkantha,26000000,1369.0,13,north,2.5,5.0,4.0,5.0,kathmandu
budhanilkantha,,1745.475,12,,2.5,,,9.0,kathmandu
aakasedhara,28000000,1437.45,10,east-south,3.5,7.0,4.0,1.0,kathmandu
sunakothi,51500000,2429.975,20,south,2.5,4.0,4.0,7.0,lalitpur
dhapasi,27000000,1026.75,13,north,2.5,5.0,3.0,9.0,kathmandu
panitanki,37000000,1369.0,12,east,3.5,8.0,7.0,13.0,kathmandu
bhaisepati,31000000,1129.425,15,south-west,2.5,5.0,4.0,5.0,lalitpur
imadol,,1369.0,12,north,2.5,,,6.0,lalitpur
 baniyatar,60000000,2053.5,12,east-south,2.5,6.0,3.0,8.0,kathmandu
 sorakhutee,65000000,2395.75,8,east-south,2.5,9.0,3.0,33.0,kathmandu
kirtipur,28500000,3422.5,12,west,3.0,6.0,4.0,8.0,kathmandu
hattiban,75000000,3490.95,12,east-south,2.5,4.0,6.0,3.0,lalitpur
golfutar,37000000,1369.0,20,south-east,2.5,5.0,4.0,6.0,kathmandu
imadol,25500000,1026.75,13,north,2.5,6.0,3.0,15.0,lalitpur
sitapaila,55000000,1711.25,24,north,2.5,7.0,5.0,9.0,kathmandu
chandragiri,17000000,1095.2,10,east-south,2.5,6.0,3.0,5.0,kathmandu
matatirtha,12000000,1026.75,12,east-north,1.5,2.0,2.0,3.0,kathmandu
kalanki,23000000,1026.75,10,south,2.5,5.0,3.0,12.0,kathmandu
makalbari,,2738.0,16,east,1.0,2.0,1.0,11.0,kathmandu
mandikhatar,34500000,1471.675,13,east,2.5,5.0,5.0,15.0,kathmandu
imadol,19000000,1026.75,13,east,2.5,4.0,3.0,16.0,lalitpur
imadol,23000000,787.175,13,north,3.5,3.0,,17.0,lalitpur
gaushala,32500000,1369.0,13,east,2.5,11.0,2.0,9.0,kathmandu
bhaisepati,41000000,1129.425,20,north,2.5,4.0,4.0,3.0,lalitpur
mahadevtar,60000000,3490.95,13,south-west,3.5,5.0,4.0,5.0,kathmandu
 sita-paila,33500000,1540.125,22,east-north,2.5,6.0,5.0,5.0,kathmandu
hattiban,35000000,1026.75,20,east,2.5,6.0,3.0,7.0,lalitpur
kalopool,30000000,1437.45,4,south,1.0,2.0,2.0,11.0,kathmandu
dhapasi,,1711.25,22,east-south,2.5,7.0,5.0,7.0,kathmandu
sitapaila,31500000,1711.25,13,east,2.5,5.0,5.0,12.0,kathmandu
pasikot,38000000,1745.475,14,south-west,2.5,5.0,3.0,13.0,kathmandu
hatti gauda,30000000,2395.75,22,east-south,2.5,7.0,5.0,3.0,kathmandu
tikathali,27500000,1369.0,13,north,2.5,7.0,4.0,8.0,lalitpur
narayanthan ,80000000,3764.75,14,east-south,2.5,6.0,3.0,5.0,kathmandu
grande villa,53500000,1779.7,21,east,2.5,5.0,5.0,5.0,kathmandu
sudal,21000000,1129.425,10,east,3.5,10.0,3.0,7.0,bhaktapur
lazimpat,22500000,752.95,10,north,2.5,4.0,2.0,21.0,kathmandu
mandikhatar,27500000,1369.0,13,east,2.5,6.0,6.0,10.0,kathmandu
mandikatar,27500000,1369.0,12,south,2.5,,,2.0,kathmandu
kapan,13500000,1026.75,13,south,1.0,2.0,1.0,15.0,kathmandu
goldhunga,15000000,1026.75,13,south,2.0,5.0,4.0,16.0,kathmandu
imadol,25500000,1129.425,20,west,2.5,6.0,4.0,3.0,lalitpur
sitapaila,27000000,1369.0,20,north,,,,22.0,kathmandu
bojepokhari,28500000,1095.2,12,east,2.5,6.0,5.0,4.0,lalitpur
bhaisepati,55000000,1437.45,16,east-south,2.5,3.0,4.0,5.0,lalitpur
sanagaun,,1060.9750000000001,13,west,2.0,7.0,4.0,5.0,lalitpur
bhaisepati,62500000,2121.9500000000003,13,south-west,2.5,5.0,6.0,11.0,lalitpur
bhangal ,17500000,1026.75,13,north-west,2.5,4.0,4.0,9.0,kathmandu
sitapaila,27000000,1369.0,10,north,3.5,5.0,4.0,9.0,kathmandu
lambagar,16000000,855.625,8,east-south,2.5,4.0,2.0,3.0,kathmandu
hattigaunda,32500000,1745.475,12,north,2.5,6.0,4.0,7.0,kathmandu
satdobato,,1403.225,13,south,2.5,6.0,3.0,5.0,lalitpur
sainbu,36500000,1745.475,14,east-north,2.5,5.0,3.0,9.0,lalitpur
nakkhu,,1095.2,20,west,2.5,4.0,4.0,6.0,lalitpur
dhobighat,76500000,3080.25,12,south,2.5,5.0,4.0,12.0,lalitpur
budhanilkantha,58000000,4107.0,12,,2.5,5.0,,14.0,kathmandu
changathali,28500000,1471.675,13,south,2.0,4.0,2.0,12.0,lalitpur
thulobharyang,140000000,3833.2,22,east-north,2.5,,,5.0,kathmandu
ganesh chowk,35000000,1711.25,13,south,2.5,5.0,5.0,19.0,kathmandu
bouddha,25000000,1369.0,8,east-south,3.5,4.0,2.0,12.0,kathmandu
bansbari,52000000,2464.2000000000003,20,west,2.5,6.0,3.0,5.0,kathmandu
kalopool,60000000,3114.475,40,north,,,,,kathmandu
imadol,26500000,1095.2,13,north,2.5,5.0,4.0,13.0,lalitpur
golfutar,34500000,1369.0,13,south,2.5,6.0,6.0,5.0,kathmandu
jyotinagar,22500000,1095.2,13,south,2.5,7.0,4.0,3.0,kathmandu
imadol,23500000,752.95,8,south,2.5,8.0,4.0,6.0,lalitpur
machhapokhari,55000000,4.5,20,east-south,5.5,12.0,6.0,5.0,kathmandu
 sorakhutte,25000000,787.175,7,east,3.0,12.0,4.0,17.0,kathmandu
hepali height,70000000,1813.925,14,east,2.0,4.0,4.0,5.0,kathmandu
imadol,29500000,1813.925,16,east,2.5,6.0,4.0,3.0,lalitpur
nakkhu,28000000,1369.0,20,east,2.5,4.0,5.0,5.0,lalitpur
chabahil,21500000,1779.7,5,east-south,2.5,5.0,2.0,5.0,kathmandu
gatthaghar,40000000,1779.7,13,west,2.5,5.0,4.0,31.0,bhaktapur
bhangal ,29000000,1129.425,13,south,2.5,5.0,4.0,8.0,kathmandu
banasthali,70000000,4517.7,20,east-south,2.5,6.0,3.0,3.0,kathmandu
imadol,18500000,1026.75,12,north,2.5,4.0,4.0,21.0,lalitpur
budhanilkantha,,2053.5,14,south,2.5,5.0,5.0,11.0,kathmandu
karyabinayak,32500000,1369.0,20,west,2.5,4.0,5.0,21.0,lalitpur
kusunti,31000000,1471.675,20,east-south,2.5,4.0,4.0,16.0,lalitpur
gahana pokhari,70000000,2156.1749999999997,11,south,2.0,6.0,5.0,6.0,kathmandu
kalanki,22000000,1369.0,14,east,2.0,5.0,3.0,5.0,kathmandu
bhaisepati,85000000,2395.75,13,west,2.5,5.0,6.0,6.0,lalitpur
hattigaunda,77000000,2121.9500000000003,20,west,2.5,4.0,5.0,16.0,kathmandu
samakhusi,25000000,1197.875,20,east,3.5,6.0,9.0,2.0,kathmandu
bhaisepati,38000000,1403.225,10,east-south,2.5,4.0,3.0,13.0,lalitpur
chandol,90000000,3080.25,26,east,,,,6.0,kathmandu
sitapaila,22500000,1060.9750000000001,18,north,2.5,4.0,3.0,3.0,kathmandu
kapan,27500000,1026.75,15,west,2.5,5.0,4.0,9.0,kathmandu
lubhu,29000000,1026.75,20,south,2.5,4.0,3.0,3.0,lalitpur
imadol,32500000,1369.0,15,west,2.5,6.0,4.0,12.0,lalitpur
hattigaunda,36500000,2121.9500000000003,15,east,2.5,5.0,5.0,18.0,kathmandu
 sitapaila,60000000,2738.0,16,south,2.5,5.0,5.0,4.0,kathmandu
kalanki,29000000,1403.225,10,south,2.5,5.0,4.0,6.0,kathmandu
 budhanilkantha,100000000,2738.0,20,west,3.5,5.0,5.0,7.0,kathmandu
maharajgunj,30000000,1026.75,20,west,2.5,4.0,5.0,7.0,kathmandu
dhapakhel,18500000,1437.45,26,west,2.5,4.0,3.0,11.0,lalitpur
budhanilkantha,36000000,1711.25,14,south-west,2.5,6.0,5.0,25.0,kathmandu
budhanilkantha,,2395.75,12,east-south,2.5,,,,kathmandu
bhaisepati,24000000,,0,south,,,,5.0,lalitpur
budhanilkantha,48000000,2840.675,12,east,2.5,5.0,3.0,12.0,kathmandu
khumaltar,42500000,1369.0,20,east-south,2.5,4.0,4.0,3.0,lalitpur
gongabu,55000000,1369.0,20,east,6.0,8.0,6.0,7.0,kathmandu
budhanilkantha,55000000,3080.25,10,north,2.5,3.0,3.0,3.0,kathmandu
lalitpur,31000000,1095.2,13,east,3.5,7.0,3.0,9.0,lalitpur
bhaisepati,40000000,2395.75,12,north-west,2.5,4.0,3.0,22.0,lalitpur
bhaisepati,65000000,2121.9500000000003,12,east-south,2.5,4.0,5.0,4.0,lalitpur
sitapaila,62500000,2464.2000000000003,14,north,2.5,4.0,5.0,16.0,kathmandu
banasthali,35000000,787.175,10,south-west,3.5,6.0,4.0,2.0,kathmandu
sukedhara,,2464.2000000000003,14,east-south,2.5,5.0,3.0,5.0,kathmandu
dhungedhara,26000000,1095.2,12,south,3.0,7.0,4.0,9.0,kathmandu
narayanthan ,47500000,2053.5,18,south,2.5,5.0,6.0,7.0,kathmandu
imadol,28500000,1095.2,20,east-north,2.5,7.0,4.0,4.0,lalitpur
tikathali,28500000,1026.75,13,east,2.5,6.0,4.0,11.0,lalitpur
bhaisepati,,2806.45,13,east,2.5,6.0,7.0,,lalitpur
budhanilkantha,46500000,1711.25,13,east,3.5,6.0,4.0,5.0,kathmandu
panga,35000000,1779.7,12,south,3.5,14.0,4.0,23.0,kathmandu
kapan,37500000,1437.45,12,south,2.5,6.0,3.0,21.0,kathmandu
aakasedhara,45000000,1711.25,20,east-south,2.5,5.0,3.0,4.0,kathmandu
chhauni,37000000,2053.5,12,west,2.0,4.0,5.0,16.0,kathmandu
pasikot,28000000,1369.0,13,west,2.5,5.0,4.0,5.0,kathmandu
sorhakhutte,50000000,,12,north,3.5,,,7.0,kathmandu
imadol,25000000,1095.2,13,west,2.5,4.0,3.0,12.0,lalitpur
mandikhatar,70000000,4449.25,16,north,2.5,4.0,4.0,11.0,kathmandu
bansbari,55000000,2121.9500000000003,13,east-south,2.5,6.0,5.0,11.0,kathmandu
jarankhu,35000000,1369.0,13,west,3.5,7.0,4.0,23.0,kathmandu
imadol,32500000,1471.675,20,east,2.5,4.0,4.0,3.0,lalitpur
kusunti,24000000,1095.2,15,south,2.5,4.0,3.0,4.0,lalitpur
bhangal ,,1711.25,13,,2.5,5.0,4.0,5.0,kathmandu
hattigaunda,,2121.9500000000003,10,east,2.5,6.0,4.0,12.0,kathmandu
kadaghari,17300000,1026.75,15,south,2.5,1.0,1.0,11.0,kathmandu
budhanilkantha,36000000,1711.25,13,north,2.5,6.0,4.0,10.0,kathmandu
bhaisepati,32000000,1129.425,13,east-north,2.5,4.0,4.0,5.0,lalitpur
budhanilkantha,47000000,2053.5,16,south,2.0,6.0,3.0,6.0,kathmandu
kapan,33500000,1369.0,13,,2.5,,,5.0,kathmandu
 dhapasi,25000000,1369.0,13,south-west,2.5,6.0,3.0,7.0,kathmandu
syuchatar,22400000,1369.0,13,north,2.0,6.0,3.0,5.0,kathmandu
charkhal,28500000,1369.0,13,east-south,3.0,8.0,6.0,5.0,kathmandu
budhanilkantha,48000000,1369.0,25,east-north,2.5,6.0,5.0,7.0,kathmandu
hasantar,48500000,2738.0,20,east-south,2.5,4.0,4.0,3.0,kathmandu
 bafal,28500000,1369.0,13,north,3.0,7.0,4.0,3.0,kathmandu
sitapaila,30000000,1026.75,16,west,2.5,4.0,4.0,3.0,kathmandu
 budhanilkantha,14500000,752.95,13,south,2.5,3.0,2.0,9.0,kathmandu
budhanilkantha,35000000,1437.45,13,south-west,2.5,4.0,4.0,14.0,kathmandu
budhanilkantha,,2738.0,15,west,2.5,3.0,5.0,9.0,kathmandu
sitapaila,38000000,2053.5,13,east,2.5,6.0,6.0,5.0,kathmandu
budhanilkantha,25000000,684.5,12,west,2.5,6.0,4.0,5.0,kathmandu
chandragiri,22500000,1369.0,13,east,2.5,4.0,3.0,5.0,kathmandu
setipakha,16500000,1060.9750000000001,13,east-north,1.0,1.0,1.0,7.0,lalitpur
budhanilkantha,40000000,1026.75,15,north,2.5,6.0,7.0,16.0,kathmandu
rai chowk,30000000,11664.0416,13,south,3.0,6.0,3.0,12.0,kathmandu
pasikot,30000000,1779.7,20,east,2.5,4.0,5.0,12.0,kathmandu
thankot,17000000,1026.75,13,north,2.5,4.0,3.0,7.0,kathmandu
sundarbasti,24900000,1095.2,13,east,2.5,7.0,4.0,9.0,kathmandu
budhanilkantha,200000000,,0,south,,,,7.0,kathmandu
dhungedhara,55000000,2053.5,13,east-south,2.5,5.0,3.0,9.0,kathmandu
gongabu,19000000,,13,west,1.5,8.0,,8.0,kathmandu
dhungeadda,16000000,1095.2,20,west,2.5,4.0,4.0,3.0,kathmandu
dhungeadda,29800000,1403.225,13,south-west,2.5,7.0,4.0,3.0,kathmandu
bhaisepati,38000000,1369.0,16,east-south,2.5,4.0,4.0,11.0,lalitpur
imadol,21000000,8383.5299,13,north,2.5,4.0,4.0,16.0,lalitpur
imadol,19000000,787.175,13,east,2.5,4.0,4.0,2.0,lalitpur
tikathali,15000000,1026.75,13,north,1.0,2.0,2.0,7.0,lalitpur
bhaisepati,24500000,1095.2,20,east,2.5,4.0,5.0,16.0,lalitpur
hattiban,25500000,1095.2,13,south,2.5,6.0,5.0,11.0,lalitpur
mulpani,29500000,1437.45,12,west,3.0,8.0,6.0,5.0,kathmandu
banasthali,20000000,1095.2,8,north,2.5,5.0,3.0,11.0,kathmandu
budhanilkantha,,,14,south,2.5,5.0,5.0,15.0,kathmandu
thankot,9800000,1095.2,13,east,1.0,3.0,1.0,7.0,kathmandu
naya bazar,77500000,3182.925,20,east,,,,,kathmandu
imadol,39900000,1163.6499999999999,16,north-west,2.5,6.0,3.0,4.0,lalitpur
basundhara,75000000,2464.2000000000003,12,,3.0,,,19.0,kathmandu
budhanilkantha,33000000,2053.5,12,north,2.5,5.0,5.0,5.0,kathmandu
gatthaghar,31000000,,12,south,2.5,4.0,4.0,25.0,bhaktapur
bhangal ,32000000,1060.9750000000001,13,north,2.5,5.0,6.0,7.0,kathmandu
tokha,19000000,1369.0,20,north,2.5,7.0,5.0,2.0,kathmandu
 lazimpat,15500000,1197.875,22,east-west,2.5,8.0,2.0,16.0,kathmandu
budhanilkantha,30000000,1711.25,12,,2.5,,,5.0,kathmandu
imadol,26500000,1060.9750000000001,20,south,2.5,4.0,4.0,20.0,lalitpur
bafal,22500000,1095.2,13,east,2.5,6.0,6.0,2.0,kathmandu
nepaltar,22400000,1095.2,13,south,3.0,8.0,4.0,7.0,kathmandu
changathali,17000000,1369.0,10,east,2.5,7.0,3.0,12.0,lalitpur
chunikhel,23000000,1095.2,0,west,2.5,6.0,4.0,2.0,kathmandu
gwarko,29500000,1026.75,13,west,3.5,4.0,4.0,2.0,lalitpur
thaiba,29000000,1779.7,20,east-north,2.5,6.0,4.0,7.0,lalitpur
bhairabchaur,25000000,1369.0,12,,2.5,4.0,3.0,13.0,kathmandu
sundarbasti,27000000,1095.2,13,south,3.5,8.0,4.0,18.0,kathmandu
samakhusi,160000000,5476.0,20,south,5.0,12.0,5.0,8.0,kathmandu
golfutar,43500000,1437.45,16,west,2.5,3.0,3.0,8.0,kathmandu
dhapasi,,4894.175,12,,4.0,4.0,6.0,4.0,kathmandu
 nakhipot,28500000,1266.325,18,west,2.5,4.0,4.0,4.0,lalitpur
kharibot,32500000,1369.0,10,,3.5,10.0,,17.0,kathmandu
kalopool,22000000,1300.55,15,east-south,1.0,2.0,2.0,5.0,kathmandu
golfutar,125000000,3080.25,12,south,2.5,6.0,4.0,3.0,kathmandu
khumaltar,65000000,3080.25,13,south-west,4.5,,,2.0,lalitpur
baluwakhani,23500000,1095.2,12,north,2.5,,,10.0,kathmandu
goldhunga,29900000,1026.75,10,west,3.5,8.0,4.0,3.0,kathmandu
sukedhara,29500000,1369.0,12,south,2.5,7.0,3.0,23.0,kathmandu
matatirtha,20000000,1745.475,26,south,3.0,3.0,3.0,8.0,kathmandu
suryadars.han height,35000000,1711.25,11,east-south,3.5,6.0,4.0,6.0,kathmandu
hattiban,55000000,2395.75,20,south,3.0,5.0,5.0,4.0,lalitpur
bagdol,55000000,2053.5,16,east,3.5,7.0,4.0,5.0,lalitpur
guheshwori,35000000,1369.0,26,east,4.5,18.0,4.0,3.0,kathmandu
matatirtha,33000000,1711.25,13,north,2.5,4.0,4.0,6.0,kathmandu
nagdaha,41500000,1369.0,20,south,2.5,4.0,4.0,11.0,lalitpur
dhapasi,28000000,1403.225,13,south,2.5,5.0,3.0,3.0,kathmandu
thankot,16500000,1026.75,13,south,,,,7.0,kathmandu
gothatar,22500000,1060.9750000000001,20,east,2.5,,,,kathmandu
thecho,85000000,3182.925,12,south,2.5,6.0,5.0,6.0,lalitpur
golfutar,44500000,1711.25,15,west,2.5,5.0,5.0,31.0,kathmandu
new buspark,83000000,2395.75,20,north,4.5,34.0,34.0,11.0,kathmandu
imadol,25000000,1060.9750000000001,13,south,2.5,4.0,4.0,12.0,lalitpur
chabahil,35000000,2121.9500000000003,8,west,2.5,4.0,2.0,19.0,kathmandu
machhe gaun,12000000,1026.75,16,north,1.5,5.0,4.0,9.0,kathmandu
tenzing chowk,26500000,1129.425,13,east,2.0,6.0,4.0,5.0,kathmandu
kapan,24000000,1369.0,15,south,1.0,2.0,1.0,7.0,kathmandu
bhatkepati,25000000,2053.5,20,north,2.5,4.0,4.0,19.0,kathmandu
grande villa,24500000,1060.9750000000001,21,east-north,2.0,3.0,2.0,10.0,kathmandu
kapan,33000000,1129.425,22,south,2.5,6.0,32.0,6.0,kathmandu
sukedhara,55000000,1779.7,13,south,2.5,4.0,3.0,6.0,kathmandu
 nagarjung,29900000,1060.9750000000001,12,north,2.5,7.0,4.0,21.0,kathmandu
gongabu,55000000,2121.9500000000003,13,south,5.0,20.0,22.0,1.0,kathmandu
imadol,34500000,1369.0,13,east,1.5,5.0,,11.0,lalitpur
manamaiju,32500000,1100.0,16,south,3.5,,,18.0,kathmandu
ram mandir,37500000,1197.875,26,east-north,4.0,5.0,4.0,4.0,kathmandu
imadol,45000000,2156.1749999999997,13,south,3.0,7.0,7.0,8.0,lalitpur
 ramkot,42000000,2464.2000000000003,16,east,2.5,9.0,6.0,7.0,kathmandu
nakhudole,15500000,1437.45,4,south,2.0,4.0,2.0,9.0,lalitpur
kalimati,50000000,1026.75,15,east,5.0,6.0,6.0,4.0,kathmandu
hattigaunda,32500000,1369.0,15,east,2.5,5.0,5.0,8.0,kathmandu
budhanilkantha,45000000,3080.25,18,north,2.5,5.0,4.0,21.0,kathmandu
sanepa,77500000,3148.7,16,east,2.5,4.0,4.0,6.0,lalitpur
boharatar,23000000,1060.9750000000001,13,east,2.5,4.0,4.0,3.0,kathmandu
lolang,25500000,1026.75,10,west,2.5,8.0,3.0,16.0,kathmandu
tripureshwor,32000000,1711.25,8,north,2.5,4.0,3.0,11.0,kathmandu
budhanilkantha,26500000,1060.9750000000001,18,north,2.5,4.0,4.0,5.0,kathmandu
sukedhara,42500000,1369.0,12,north,2.5,5.0,4.0,7.0,kathmandu
dhapasi,21000000,1060.9750000000001,12,east,2.5,5.0,3.0,10.0,kathmandu
balkumari,47000000,1471.675,13,south,3.0,5.0,4.0,7.0,lalitpur
shankhamul,51000000,1026.75,12,east,5.5,12.0,6.0,3.0,kathmandu
thankot,13000000,1026.75,20,east,,,,18.0,kathmandu
bhaisepati,27500000,1095.2,20,west,2.5,3.0,4.0,6.0,lalitpur
kapan,18500000,1026.75,12,south,2.5,5.0,4.0,6.0,kathmandu
budhanilkantha,65000000,3251.375,10,north,2.0,4.0,4.0,12.0,kathmandu
dharmasthali,13000000,1437.45,13,east-north,1.0,2.0,1.0,5.0,kathmandu
karyabinayak,,1026.75,10,north-west,2.5,4.0,3.0,5.0,lalitpur
imadol,22500000,1197.875,12,east,2.5,5.0,3.0,12.0,lalitpur
hattigaunda,31500000,1745.475,12,north,,,,3.0,kathmandu
sunakothi,35000000,1403.225,20,east,2.5,5.0,4.0,32.0,lalitpur
gothatar,,1437.45,13,east,3.0,6.0,4.0,4.0,kathmandu
kamitar,17000000,1026.75,12,west,2.5,,,7.0,kathmandu
mahadevtar,42500000,2464.2000000000003,12,east,3.5,14.0,7.0,3.0,kathmandu
kadaghari,26000000,1026.75,13,south-west,2.5,5.0,3.0,12.0,kathmandu
banasthali,29500000,1711.25,14,west,2.5,6.0,6.0,6.0,kathmandu
dhapasi,29000000,1095.2,14,north,2.5,4.0,3.0,26.0,kathmandu
naxal,140000000,4107.0,13,east,2.0,,,5.0,kathmandu
bhaisepati,170000000,4791.5,13,east,3.5,6.0,4.0,5.0,lalitpur
imadol,26000000,752.95,13,south,3.0,5.0,3.0,5.0,lalitpur
 bafal,40000000,1437.45,20,north,2.5,4.0,4.0,16.0,kathmandu
gwarko,30000000,1437.45,13,south,2.5,5.0,4.0,4.0,lalitpur
bhaisepati,40000000,1369.0,10,south-east,2.5,3.0,3.0,3.0,lalitpur
samakhusi,25000000,1026.75,10,south,2.5,6.0,4.0,2.0,kathmandu
pepsicola,33000000,1129.425,20,east-south,2.5,4.0,3.0,5.0,kathmandu
tikathali,22000000,1026.75,384,east-south,2.5,6.0,5.0,3.0,lalitpur
sitapaila,37500000,2395.75,13,south,2.5,4.0,3.0,5.0,kathmandu
gothatar,56000000,2395.75,14,west,3.5,7.0,6.0,3.0,kathmandu
tahachal,190000000,3490.95,13,south-west,5.0,10.0,8.0,5.0,kathmandu
budhanilkantha,46000000,2053.5,13,west,2.5,4.0,4.0,1.0,kathmandu
 satungal,18000000,1232.1000000000001,12,east,2.5,5.0,4.0,4.0,kathmandu
banasthali,49500000,2053.5,13,north,2.5,6.0,6.0,2.0,kathmandu
sainbu,30000000,1369.0,0,north,2.5,4.0,,8.0,lalitpur
 tokha,22500000,1026.75,16,east-south,2.5,3.0,3.0,4.0,kathmandu
narayantar,27500000,1437.45,16,east,2.5,3.0,4.0,13.0,kathmandu
budhanilkantha,45000000,2053.5,12,west,2.5,,,6.0,kathmandu
bhaisepati,19900000,1060.9750000000001,18,north-west,2.5,4.0,,19.0,lalitpur
