LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,PROPERTY AGE,CITY
nakkhu,,1095.2,20,west,2.5,4.0,4.0,6.0,lalitpur
gwarko,27500000,1026.75,12,north,2.5,5.0,4.0,7.0,lalitpur
hattiban,20500000,1095.2,13,east-south,2.5,5.0,4.0,7.0,lalitpur
budhanilkantha,48000000,2840.675,12,east,2.5,5.0,3.0,12.0,kathmandu
dhapasi,28500000,1095.2,16,east,2.5,4.0,4.0,5.0,kathmandu
narayantar,24000000,1026.75,11,south,3.0,6.0,3.0,14.0,kathmandu
khumaltar,42500000,1779.7,18,west,2.5,7.0,4.0,21.0,lalitpur
bhangal ,32000000,1437.45,13,west,2.5,7.0,5.0,2.0,kathmandu
balkot,28000000,1129.425,13,west,3.0,5.0,5.0,9.0,bhaktapur
khumaltar,70000000,2224.625,14,south-west,2.5,4.0,5.0,9.0,lalitpur
kapan,31000000,1369.0,12,north,3.5,8.0,3.0,23.0,kathmandu
golfutar,80000000,3080.25,12,west,2.5,5.0,4.0,4.0,kathmandu
bansbari,62500000,3148.7,13,south,2.0,4.0,3.0,5.0,kathmandu
sukedhara,27000000,1369.0,13,south,2.5,,,7.0,kathmandu
bhaisepati,31000000,1129.425,15,south-west,2.5,5.0,4.0,5.0,lalitpur
goldhunga,15000000,752.95,13,east,2.5,5.0,5.0,21.0,kathmandu
imadol,22500000,1060.9750000000001,20,north-west,2.5,4.0,4.0,5.0,lalitpur
chabahil,35000000,2121.9500000000003,8,west,2.5,4.0,2.0,19.0,kathmandu
imadol,24500000,1060.9750000000001,12,north,2.5,,,13.0,lalitpur
setipakha,22500000,1403.225,12,east,2.5,5.0,3.0,7.0,lalitpur
bafal,28500000,1369.0,12,east,2.5,3.0,6.0,9.0,kathmandu
maharajgunj,72500000,3422.5,13,east-north,2.5,6.0,3.0,8.0,kathmandu
nakkhu,39000000,1711.25,13,east,2.5,4.0,4.0,5.0,lalitpur
ochu height,23000000,1026.75,13,west,2.5,4.0,4.0,3.0,lalitpur
kavresthali,18500000,1060.9750000000001,13,north,2.5,5.0,,7.0,kathmandu
basundhara,26000000,1026.75,12,east,4.0,6.0,4.0,18.0,kathmandu
ganesh chowk,41700000,1369.0,13,west,2.5,4.0,5.0,2.0,kathmandu
bhaisepati,55000000,1779.7,16,east-south,2.5,5.0,4.0,21.0,lalitpur
tripureshwor,32000000,1711.25,8,north,2.5,4.0,3.0,11.0,kathmandu
khumaltar,45000000,2053.5,13,south,2.5,6.0,3.0,7.0,lalitpur
satdobato,45000000,2087.725,13,west,2.5,5.0,5.0,23.0,lalitpur
dhumbarahi,55000000,1779.7,13,north-west,3.5,8.0,7.0,8.0,kathmandu
 sitapaila,38500000,2293.0750000000003,10,west,3.0,9.0,4.0,19.0,kathmandu
chandol,46000000,2053.5,18,north,2.0,5.0,3.0,7.0,kathmandu
hattiban,35000000,1095.2,22,north,2.5,4.0,4.0,5.0,lalitpur
godawari,17500000,1060.9750000000001,10,west,2.0,6.0,3.0,9.0,lalitpur
budhanilkantha,45000000,1711.25,13,west,2.5,6.0,5.0,3.0,kathmandu
ganesh chowk,22500000,1369.0,12,east,2.5,,,3.0,kathmandu
bhaisepati,150000000,2738.0,12,south,2.0,5.0,6.0,9.0,lalitpur
siddhartha colony,35000000,1026.75,20,east,2.5,6.0,6.0,9.0,kathmandu
nakhipot,36000000,1369.0,12,east-south,2.5,7.0,5.0,26.0,lalitpur
imadol,25000000,1129.425,13,south-west,2.5,4.0,4.0,9.0,lalitpur
thamel,130000000,2053.5,20,east-south,2.0,,,21.0,kathmandu
imadol,33000000,1095.2,15,south-west,2.5,6.0,4.0,11.0,lalitpur
goldhunga,12000000,1026.75,10,east,1.0,2.0,1.0,5.0,kathmandu
mandikhatar,25000000,1026.75,13,east-south,2.5,10.0,5.0,5.0,kathmandu
rudreshwor,49000000,1745.475,13,east,2.5,5.0,6.0,9.0,kathmandu
kapan,25000000,1026.75,13,west,2.5,6.0,4.0,6.0,kathmandu
bhaisepati,38000000,1129.425,13,east,3.0,4.0,4.0,11.0,lalitpur
hattigaunda,34500000,1711.25,14,east,2.5,4.0,5.0,16.0,kathmandu
imadol,21500000,1129.425,12,north,2.5,6.0,4.0,14.0,lalitpur
sanepa,63500000,1711.25,10,north-west,2.5,5.0,3.0,3.0,lalitpur
sanagaun,,1060.9750000000001,13,west,2.0,7.0,4.0,5.0,lalitpur
sunakothi,35000000,1403.225,20,east,2.5,5.0,4.0,32.0,lalitpur
naikap,47500000,2806.45,13,north,3.0,7.0,6.0,1.0,kathmandu
dhapasi,28000000,1437.45,13,east-south,2.5,,,13.0,kathmandu
imadol,17500000,752.95,13,north,2.5,6.0,4.0,3.0,lalitpur
sanagaun,17000000,1026.75,13,west,2.0,4.0,2.0,4.0,lalitpur
 budhanikantha,45000000,2053.5,16,north,2.5,5.0,4.0,6.0,kathmandu
bansbari,55000000,2121.9500000000003,13,north,2.5,6.0,5.0,3.0,kathmandu
baniyatar,19500000,1026.75,12,west,2.5,4.0,4.0,21.0,kathmandu
thankot,19000000,1369.0,16,north,2.0,4.0,2.0,12.0,kathmandu
imadol,35000000,1060.9750000000001,30,west,2.5,3.0,3.0,12.0,lalitpur
hattiban,26500000,1369.0,20,east-south,2.5,,,11.0,lalitpur
tinthana,19800000,1026.75,13,,2.5,8.0,,6.0,kathmandu
bistachhap,13500000,1369.0,13,south,2.5,8.0,4.0,21.0,lalitpur
imadol,23000000,1026.75,12,east,2.5,4.0,2.0,2.0,lalitpur
pasikot,28000000,1711.25,13,south,3.5,8.0,4.0,19.0,kathmandu
kamitar,17000000,1026.75,12,west,2.5,,,7.0,kathmandu
 thankot,17000000,1197.875,13,east,3.0,7.0,4.0,2.0,kathmandu
kamalpokhari,180000000,2498.4249999999997,591,north,5.0,12.0,6.0,2.0,kathmandu
dhalmal,22000000,1060.9750000000001,12,east,2.5,5.0,3.0,3.0,kathmandu
 raamkot,18500000,1026.75,12,north,3.0,5.0,3.0,3.0,kathmandu
dhumbarahi,33000000,1437.45,10,,2.5,,,5.0,kathmandu
sitapaila,34500000,1437.45,15,south,2.5,4.0,3.0,5.0,kathmandu
banasthali,34000000,1369.0,13,east,3.0,6.0,4.0,13.0,kathmandu
bafal,25000000,1369.0,13,east-south,4.0,4.0,5.0,3.0,kathmandu
samakhushi chowk,45000000,1711.25,22,east-south,3.5,21.0,5.0,3.0,kathmandu
sanobharyang,39500000,1437.45,20,east,2.5,4.0,4.0,5.0,kathmandu
dhobighat,37500000,1026.75,16,south,2.5,4.0,4.0,3.0,lalitpur
kuleshwor,22500000,752.95,18,east,2.5,5.0,4.0,11.0,kathmandu
bhaisepati,50000000,1369.0,12,west,2.5,5.0,6.0,12.0,lalitpur
imadol,26000000,1060.9750000000001,13,north,2.5,5.0,4.0,17.0,lalitpur
imadol,31000000,1369.0,13,south,2.5,4.0,3.0,2.0,lalitpur
nakhipot,60000000,2806.45,12,east-south,3.0,6.0,6.0,6.0,lalitpur
thankot,82000000,787.175,13,south,,,,10.0,kathmandu
dhapasi,39900000,1369.0,15,south,2.5,6.0,4.0,11.0,kathmandu
imadol,18200000,1026.75,13,south,2.0,4.0,2.0,11.0,lalitpur
 bhaisepati,29000000,1060.9750000000001,13,east-north,2.0,5.0,5.0,2.0,lalitpur
 sorakhutee,65000000,2395.75,8,east-south,2.5,9.0,3.0,33.0,kathmandu
suryabinayak,32200000,1779.7,12,south,2.5,5.0,4.0,5.0,bhaktapur
 sano bhanrayang,30000000,1197.875,12,south,2.0,4.0,4.0,7.0,kathmandu
bhaisepati,40000000,1437.45,20,east-south,2.5,6.0,4.0,1.0,lalitpur
bhaisepati,57500000,1779.7,18,south,2.5,5.0,4.0,3.0,lalitpur
lele,73000000,2190.4,20,east-south,2.5,4.0,3.0,13.0,lalitpur
imadol,42500000,1369.0,14,south,2.5,3.0,3.0,5.0,lalitpur
kapan,26500000,1129.425,13,south,2.5,7.0,5.0,8.0,kathmandu
sukedhara,35000000,1711.25,13,north,2.5,,,13.0,kathmandu
tikathali,22500000,1095.2,13,south,2.5,4.0,3.0,7.0,lalitpur
budhanilkantha,57000000,2395.75,15,north,3.0,10.0,8.0,8.0,kathmandu
bhangal ,32000000,1060.9750000000001,13,north,2.5,5.0,6.0,3.0,kathmandu
 dhapasi,25000000,1369.0,13,south-west,2.5,6.0,3.0,7.0,kathmandu
baluwatar,40000000,1060.9750000000001,12,east,5.0,3.0,5.0,5.0,kathmandu
 thankot,22000000,1026.75,13,east,2.5,8.0,3.0,11.0,kathmandu
dholahiti,40000000,1369.0,27,south-west,2.5,4.0,5.0,5.0,lalitpur
budhanilkantha,43500000,1711.25,13,west,2.5,5.0,5.0,9.0,kathmandu
budhanilkantha,69000000,5476.0,13,east-north,2.5,5.0,5.0,3.0,kathmandu
samakhusi,32000000,1369.0,13,south,3.0,6.0,4.0,24.0,kathmandu
katunje,20500000,1026.75,20,east-south,3.0,6.0,4.0,5.0,bhaktapur
naya basti,28000000,1711.25,10,east,3.0,7.0,5.0,3.0,kathmandu
chyasal,24000000,1026.75,13,west,4.0,7.0,4.0,15.0,lalitpur
kharibot,24500000,1026.75,16,south,2.5,4.0,2.0,11.0,kathmandu
lolang,17500000,1026.75,12,east-south,2.5,11.0,3.0,11.0,kathmandu
imadol,25000000,1026.75,13,east,2.5,5.0,3.0,9.0,lalitpur
imadol,27000000,1095.2,14,south-west,2.5,5.0,3.0,5.0,lalitpur
gongabu,31500000,1369.0,13,south,2.5,11.0,5.0,8.0,kathmandu
dhapakhel,29000000,1369.0,20,south,2.5,7.0,5.0,7.0,lalitpur
golfutar,27000000,1369.0,13,east-south,2.5,5.0,4.0,13.0,kathmandu
vinayak colony,51000000,1471.675,20,west,2.5,4.0,2.0,8.0,lalitpur
 sitapaila,22000000,855.625,13,west,3.0,6.0,3.0,7.0,kathmandu
new buspark,85000000,3080.25,13,east,3.5,6.0,5.0,3.0,kathmandu
pasikot,55000000,2806.45,13,,2.5,,,12.0,kathmandu
tikathali,27500000,1369.0,13,north,2.5,7.0,4.0,8.0,lalitpur
sukedhara,45000000,2121.9500000000003,12,east,2.5,,,3.0,kathmandu
 sorakhutte,25000000,787.175,7,east,3.0,12.0,4.0,17.0,kathmandu
thankot,16500000,1369.0,13,north,2.5,4.0,4.0,3.0,kathmandu
tikathali,23000000,1026.75,13,south,2.5,7.0,3.0,8.0,lalitpur
baluwatar,,3422.5,13,south,2.5,3.0,4.0,11.0,kathmandu
bhaisepati,22000000,1403.225,20,north,2.5,3.0,4.0,6.0,lalitpur
gurjudhara,32500000,1369.0,13,south,2.5,5.0,4.0,16.0,kathmandu
mitrapark,95000000,3422.5,13,east,3.5,7.0,4.0,3.0,kathmandu
harisiddhi,30000000,1060.9750000000001,10,south,2.5,3.0,3.0,8.0,lalitpur
hattiban,85000000,2738.0,32,north,2.0,4.0,4.0,18.0,lalitpur
budhanilkantha,37500000,1437.45,13,south,2.5,5.0,5.0,7.0,kathmandu
kapan,16000000,1060.9750000000001,13,east,1.0,4.0,,7.0,kathmandu
kupandole,48000000,1711.25,22,east,5.0,8.0,5.0,5.0,lalitpur
 hattiban,21500000,1026.75,13,south,3.5,5.0,3.0,2.0,lalitpur
koteshwor,27500000,1026.75,26,north,2.5,6.0,4.0,3.0,kathmandu
kusunti,27500000,1369.0,15,south,2.5,5.0,3.0,7.0,lalitpur
 magargaun,30000000,1129.425,13,west,3.0,4.0,3.0,3.0,lalitpur
imadol,36500000,1437.45,13,east,2.5,5.0,5.0,5.0,lalitpur
 thankot,11500000,1060.9750000000001,13,east,3.5,3.0,1.0,2.0,kathmandu
kapan,,1403.225,13,east,2.5,6.0,5.0,6.0,kathmandu
gwarko,35500000,1437.45,14,south,3.5,6.0,5.0,7.0,lalitpur
imadol,19500000,1026.75,12,,2.5,,,13.0,lalitpur
imadol,24000000,1095.2,13,east,2.5,4.0,3.0,1.0,lalitpur
hepali height,70000000,1813.925,14,east,2.0,4.0,4.0,5.0,kathmandu
imadol,125000000,4791.5,40,south,3.0,,,3.0,lalitpur
mandikhatar,34500000,1471.675,13,east,2.5,5.0,5.0,15.0,kathmandu
basantanagar,100000000,2738.0,20,,5.5,10.0,8.0,12.0,kathmandu
basundhara,92000000,4107.0,20,south-west,3.5,7.0,6.0,16.0,kathmandu
bhangal ,27500000,1369.0,12,west,2.5,4.0,4.0,11.0,kathmandu
sitapaila,12000000,787.175,4,east-north,2.5,3.0,,2.0,kathmandu
imadol,35000000,1369.0,13,north,3.5,6.0,3.0,7.0,lalitpur
hattigaunda,,1779.7,13,west,2.5,5.0,5.0,7.0,kathmandu
 kimdol,61500000,1813.925,13,south-west,2.5,5.0,6.0,2.0,kathmandu
ganesh chowk,45000000,1779.7,13,south-west,2.5,5.0,4.0,9.0,kathmandu
sipadol,15000000,752.95,13,south,2.5,,,2.0,bhaktapur
bhutkhel ,18000000,1026.75,10,south,2.5,5.0,2.0,25.0,kathmandu
kusunti,110000000,3080.25,16,east,2.5,4.0,4.0,5.0,lalitpur
bafal,36500000,1369.0,12,south-west,2.5,7.0,3.0,18.0,kathmandu
bhangal ,29000000,1129.425,13,south,2.5,5.0,4.0,8.0,kathmandu
panchetar,,1369.0,20,west,2.5,4.0,5.0,2.0,kathmandu
grande hospital,33000000,1369.0,10,south,2.5,5.0,3.0,2.0,kathmandu
tenzing chowk,36500000,1369.0,13,east,2.5,5.0,3.0,6.0,kathmandu
koteshwor,41500000,1369.0,6,south,4.0,5.0,5.0,8.0,kathmandu
bhaisepati,64000000,2395.75,26,east,2.5,4.0,4.0,6.0,lalitpur
sanagaun,30500000,1403.225,13,east-north,3.0,5.0,5.0,13.0,lalitpur
thali,15500000,1197.875,10,north,2.5,4.0,2.0,6.0,kathmandu
thankot,32500000,1711.25,16,east,2.5,4.0,4.0,19.0,kathmandu
budhanilkantha,65000000,5133.75,13,north,3.0,,,2.0,kathmandu
imadol,23500000,1026.75,13,east,2.5,5.0,3.0,2.0,lalitpur
manabahadur marga,23000000,1095.2,12,north,2.5,3.0,4.0,11.0,kathmandu
nakhipot,,1095.2,20,south,2.5,4.0,4.0,5.0,lalitpur
kapan,24000000,1060.9750000000001,13,north,2.5,5.0,5.0,5.0,kathmandu
mid baneshwor,70000000,3080.25,13,,2.5,,,6.0,kathmandu
hattiban,25500000,1095.2,13,south,2.5,6.0,5.0,11.0,lalitpur
budhanilkantha,82000000,3422.5,15,south,2.5,4.0,5.0,13.0,kathmandu
jarankhu,25000000,1369.0,12,east-south,2.5,5.0,3.0,8.0,kathmandu
narayanthan ,65000000,2395.75,18,north,2.5,6.0,3.0,7.0,kathmandu
bhaisepati,,7529.5,14,west,2.5,5.0,6.0,8.0,lalitpur
jaya bageshwori,38500000,1369.0,18,north,3.0,5.0,5.0,20.0,kathmandu
imadol,19800000,1060.9750000000001,13,east,2.5,5.0,4.0,7.0,lalitpur
matatirtha,20000000,1745.475,26,south,3.0,3.0,3.0,8.0,kathmandu
kirtipur,28500000,3422.5,12,west,3.0,6.0,4.0,8.0,kathmandu
tahachal,13500000,752.95,10,east,1.0,2.0,1.0,23.0,kathmandu
 satungal,19500000,1026.75,10,east-north,2.5,5.0,4.0,2.0,kathmandu
manabahadur marga,33000000,1437.45,16,east-north,2.5,5.0,4.0,6.0,kathmandu
bhaisepati,150000000,3422.5,13,east,2.5,5.0,4.0,9.0,lalitpur
 satungal,18000000,1232.1000000000001,16,east,2.5,5.0,4.0,4.0,kathmandu
chhauni,31000000,1437.45,14,north,2.5,4.0,3.0,8.0,kathmandu
imadol,27000000,1095.2,14,south-west,2.5,5.0,3.0,5.0,lalitpur
manbhawan,62000000,2464.2000000000003,13,west,5.0,17.0,10.0,19.0,lalitpur
mandikhatar,75000000,3080.25,12,west,2.5,6.0,4.0,6.0,kathmandu
nepaltar,22400000,1095.2,13,south,3.0,8.0,4.0,7.0,kathmandu
nakhudole,15500000,1437.45,4,south,2.0,4.0,2.0,9.0,lalitpur
budhanilkantha,39000000,2053.5,14,south-west,2.5,6.0,6.0,21.0,kathmandu
siddhartha colony,125000000,2840.675,14,south,3.0,5.0,5.0,5.0,kathmandu
hattigaunda,23000000,1026.75,13,east,2.5,4.0,4.0,4.0,kathmandu
syuchatar,32000000,2053.5,13,east,2.5,4.0,4.0,5.0,kathmandu
raniban,42500000,1471.675,20,east,2.5,3.0,3.0,4.0,kathmandu
nikhileshwor,27500000,1060.9750000000001,16,west,2.5,,,15.0,kathmandu
swoyambhu,31500000,1060.9750000000001,10,north-west,3.5,6.0,4.0,6.0,kathmandu
banasthali,29000000,1711.25,20,west,3.0,,,3.0,kathmandu
anamnagar,13000000,1026.75,4,west,4.0,4.0,2.0,10.0,kathmandu
harisiddhi,27000000,1026.75,20,west,2.5,4.0,4.0,9.0,lalitpur
gwarko,47500000,1369.0,13,north-west,3.5,7.0,5.0,5.0,lalitpur
ghattekulo,37500000,1095.2,9,south-west,4.5,,,2.0,kathmandu
icimod,30500000,1369.0,13,west,2.5,5.0,4.0,5.0,lalitpur
sitapaila,30000000,1266.325,10,east-north,2.5,6.0,3.0,5.0,kathmandu
budhanilkantha,160000000,4107.0,12,north,2.5,7.0,7.0,3.0,kathmandu
ganesh chowk,67500000,2087.725,12,east-north,2.5,6.0,5.0,5.0,kathmandu
budhanilkantha,32000000,1369.0,13,north,2.5,6.0,4.0,13.0,kathmandu
 ramkot,30500000,1369.0,26,east-north,3.5,6.0,4.0,7.0,kathmandu
lubhu,13300000,1026.75,13,south,1.5,2.0,1.0,4.0,lalitpur
bhaktapur,20000000,1026.75,12,east,2.0,2.0,2.0,12.0,bhaktapur
mhaipi,33000000,1369.0,20,north,3.0,4.0,4.0,9.0,kathmandu
godawari,,16770.25,12,,2.5,7.0,4.0,5.0,lalitpur
bhaisepati,85000000,1711.25,14,south,2.5,5.0,7.0,7.0,lalitpur
mulpani,12000000,1026.75,8,north,2.0,2.0,1.0,21.0,kathmandu
 chandragiri,26500000,1369.0,13,east,2.5,6.0,3.0,2.0,kathmandu
kusunti,40000000,1437.45,11,west,2.5,4.0,4.0,23.0,lalitpur
buddha chowk,24000000,1026.75,10,west,2.5,4.0,5.0,16.0,kathmandu
handigaun,160000000,5476.0,14,east-north,2.5,7.0,6.0,4.0,kathmandu
baluwakhani,19500000,1095.2,13,east,2.5,5.0,3.0,4.0,kathmandu
goldhunga,20500000,1026.75,16,east,2.5,4.0,3.0,5.0,kathmandu
deuwa chowk,70000000,2429.975,13,east,4.0,8.0,12.0,18.0,kathmandu
imadol,26500000,1095.2,11,north-west,2.5,4.0,4.0,5.0,lalitpur
sanepa,59500000,1711.25,16,east-north,3.0,6.0,5.0,3.0,lalitpur
simaltar,95000000,4791.5,20,north,3.0,9.0,10.0,9.0,kathmandu
budhanilkantha,,2395.75,12,east-south,2.5,,,,kathmandu
mandikatar,65000000,2738.0,32,west,3.5,5.0,3.0,5.0,kathmandu
jyotinagar,26500000,1026.75,20,south,2.0,4.0,2.0,6.0,kathmandu
kapan,22500000,1095.2,13,east,2.5,,,5.0,kathmandu
thankot,21000000,1711.25,10,east,3.0,5.0,5.0,11.0,kathmandu
kapan,36000000,2395.75,13,south,2.5,6.0,4.0,13.0,kathmandu
pepsicola,34000000,1060.9750000000001,20,north,2.5,4.0,4.0,11.0,kathmandu
manamaiju,25000000,1437.45,12,south-west,2.5,6.0,3.0,5.0,kathmandu
srijananagar,22500000,1095.2,20,north-west,3.0,7.0,3.0,12.0,bhaktapur
kapan,,1437.45,15,south,2.5,5.0,5.0,4.0,kathmandu
hattigaunda,31000000,1026.75,13,north-west,3.5,5.0,5.0,11.0,kathmandu
kwalakhu,30000000,102.675,20,south,5.0,,,8.0,lalitpur
ghattekulo,35000000,1060.9750000000001,13,south,4.5,4.0,2.0,3.0,kathmandu
budhanilkantha,47000000,2053.5,15,south,2.0,4.0,,3.0,kathmandu
tokha,19000000,1369.0,20,north,2.5,7.0,5.0,2.0,kathmandu
thankot,21000000,1026.75,13,north,2.5,4.0,4.0,13.0,kathmandu
dhapasi,39000000,2395.75,12,east,2.5,7.0,4.0,5.0,kathmandu
balkumari,55000000,1779.7,12,north,4.0,8.0,5.0,11.0,lalitpur
dhapasi,22000000,1026.75,26,south,2.5,3.0,4.0,5.0,kathmandu
ichangu narayan,21500000,752.95,9,west,2.5,4.0,4.0,5.0,kathmandu
sukedhara,55000000,1779.7,13,south,2.5,4.0,3.0,6.0,kathmandu
kadaghari,27000000,1095.2,13,north,2.5,6.0,3.0,9.0,kathmandu
lubhu,15000000,1060.9750000000001,11,south,2.5,5.0,3.0,12.0,lalitpur
imadol,18500000,1026.75,14,east,2.5,4.0,4.0,4.0,lalitpur
 grande,37000000,1129.425,16,south-west,3.0,4.0,4.0,3.0,kathmandu
bafal,45000000,1095.2,13,south,2.5,6.0,4.0,3.0,kathmandu
ramkot,23000000,1471.675,15,south,2.0,4.0,4.0,8.0,kathmandu
katyani chowk,33000000,1369.0,8,west,3.5,7.0,4.0,5.0,kathmandu
imadol,27000000,1095.2,13,west,2.5,5.0,4.0,9.0,lalitpur
thaiba,12500000,1060.9750000000001,20,east-south,2.5,4.0,4.0,13.0,lalitpur
golfutar,,1095.2,13,south-west,2.5,5.0,4.0,6.0,kathmandu
nakkhu,28000000,1369.0,15,south-west,2.5,4.0,4.0,6.0,lalitpur
banasthali,70000000,4517.7,20,east-south,2.5,6.0,3.0,3.0,kathmandu
imadol,26000000,752.95,13,south,3.0,5.0,3.0,5.0,lalitpur
shankhamul,68000000,2121.9500000000003,20,east-north,3.5,7.0,3.0,5.0,kathmandu
baniyatar,26000000,1369.0,13,east,2.5,,,2.0,kathmandu
balkumari,66000000,1540.125,16,east-north,4.5,3.0,6.0,17.0,lalitpur
mahadevtar,60000000,3490.95,13,south-west,3.5,8.0,5.0,9.0,kathmandu
bhaisepati,170000000,4791.5,13,east,3.5,6.0,4.0,5.0,lalitpur
 budhanilkantha,55000000,2566.875,13,east-north,2.5,5.0,4.0,4.0,kathmandu
kupandole,150000000,7529.5,20,south-east,,6.0,,7.0,lalitpur
budhanilkantha,29800000,1403.225,13,south,2.5,5.0,4.0,5.0,kathmandu
bagdurbar,30000000,1369.0,13,south,4.5,6.0,6.0,21.0,kathmandu
narephat,31500000,1369.0,14,west,3.0,,,,kathmandu
thaiba,26000000,1403.225,13,south,2.5,2.0,3.0,8.0,lalitpur
baluwakhani,33500000,1711.25,14,east,2.5,,,22.0,kathmandu
kapan,29500000,1369.0,13,west,2.4,6.0,5.0,7.0,kathmandu
hattigaunda,75000000,2738.0,13,south,2.5,7.0,6.0,9.0,kathmandu
hepali height,46500000,1471.675,13,west,3.0,6.0,6.0,6.0,kathmandu
dhapasi,32500000,1711.25,13,south,2.0,5.0,2.0,11.0,kathmandu
hattiban,70000000,1711.25,20,north-west,2.5,5.0,4.0,9.0,lalitpur
bafal,30000000,1369.0,14,west,2.5,6.0,4.0,19.0,kathmandu
 kalimati,38000000,1813.925,13,south,2.5,4.0,4.0,2.0,kathmandu
budhanilkantha,,8214.0,13,east,2.5,4.0,4.0,6.0,kathmandu
chardobato,41000000,1437.45,20,south,3.5,6.0,6.0,11.0,bhaktapur
nepaltar,19600000,1026.75,9,east,4.0,11.0,5.0,5.0,kathmandu
hattiban,36900000,1403.225,18,south,3.5,5.0,4.0,2.0,lalitpur
hattigaunda,59000000,2498.4249999999997,12,west,2.5,5.0,5.0,3.0,kathmandu
maitidevi,46500000,1197.875,20,west,4.0,8.0,7.0,11.0,kathmandu
makalbari,27500000,1129.425,12,east-south,3.0,8.0,3.0,21.0,kathmandu
chappal karkhana,62000000,3422.5,14,east-south,2.5,4.0,4.0,7.0,kathmandu
naxal,76000000,2772.225,15,south,3.0,6.0,6.0,15.0,kathmandu
bhaisepati,35000000,1711.25,10,east,3.5,8.0,4.0,23.0,lalitpur
kharibot,29000000,1095.2,13,north,2.5,6.0,3.0,9.0,kathmandu
narayanthan ,47500000,2053.5,18,south,2.5,5.0,6.0,7.0,kathmandu
kapan,15500000,752.95,12,north,2.5,4.0,4.0,7.0,kathmandu
 chamati,26500000,787.175,16,east,2.5,7.0,3.0,13.0,kathmandu
dhobighat,,4107.0,13,south-west,2.5,5.0,5.0,7.0,lalitpur
imadol,28000000,1026.75,13,north,2.5,5.0,4.0,12.0,lalitpur
syuchatar,38000000,1369.0,18,east-south,2.5,4.0,3.0,6.0,kathmandu
nakhipot,27000000,1095.2,12,south,2.5,4.0,4.0,9.0,lalitpur
bhaisepati,55000000,1711.25,12,south-west,2.5,4.0,5.0,5.0,lalitpur
bouddha,45000000,2121.9500000000003,20,east,3.0,7.0,4.0,9.0,kathmandu
hattigaunda,45000000,1711.25,15,east-north,2.5,6.0,5.0,5.0,kathmandu
imadol,32500000,1745.475,13,east,2.5,6.0,5.0,4.0,lalitpur
chappal karkhana,,2840.675,12,south,2.5,5.0,6.0,8.0,kathmandu
