LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,PROPERTY AGE,CITY
guheshwori,35000000,1369.0,26,east,4.5,18.0,4.0,3.0,kathmandu
 imadol,31500000,1197.875,13,west,,5.0,3.0,3.0,lalitpur
dhungedhara,27500000,1369.0,13,north,2.5,5.0,6.0,3.0,kathmandu
kapan,45500000,2053.5,12,north,2.5,5.0,3.0,5.0,kathmandu
balaju,110000000,3490.95,12,east-north,5.0,10.0,6.0,5.0,kathmandu
aakasedhara,28000000,1437.45,10,east-south,3.5,7.0,4.0,1.0,kathmandu
imadol,25000000,1129.425,13,south-west,2.5,4.0,4.0,9.0,lalitpur
imadol,27500000,1095.2,13,south,2.5,5.0,4.0,13.0,lalitpur
grande hospital,26000000,1026.75,12,south-west,2.5,3.0,4.0,11.0,kathmandu
kadaghari,12000000,1026.75,13,west,1.0,2.0,1.0,6.0,kathmandu
italitar,105000000,3764.75,20,east-north,2.5,5.0,6.0,6.0,kathmandu
imadol,24500000,1060.9750000000001,12,north,2.5,,,13.0,lalitpur
sitapaila,22000000,787.175,10,north-west,3.5,7.0,3.0,2.0,kathmandu
thulobharyang,39500000,2395.75,13,north,2.5,7.0,5.0,6.0,kathmandu
bansbari,10000000,1711.25,13,north,1.0,3.0,1.0,2.0,kathmandu
budhanilkantha,,2053.5,14,south,2.5,5.0,5.0,11.0,kathmandu
ramkot,15500000,1369.0,20,north,2.0,4.0,2.0,16.0,kathmandu
kusunti,39500000,1779.7,13,east,2.5,4.0,4.0,5.0,lalitpur
gongabu,60000000,2429.975,12,north,5.0,10.0,6.0,5.0,kathmandu
panitanki,37000000,1369.0,12,east,3.5,8.0,7.0,13.0,kathmandu
mandikhatar,75000000,3080.25,12,west,2.5,6.0,4.0,6.0,kathmandu
bhaisepati,38000000,1403.225,12,east-north,2.5,4.0,1.0,3.0,lalitpur
hasantar,48500000,2738.0,20,east-south,2.5,4.0,4.0,3.0,kathmandu
bhaisepati,38000000,1129.425,13,east,3.0,4.0,4.0,11.0,lalitpur
imadol,19500000,787.175,13,east,2.5,4.0,3.0,13.0,lalitpur
gaurighat,50000000,2053.5,9,north,3.0,5.0,5.0,17.0,kathmandu
dhapasi,58000000,3114.475,15,south,3.5,5.0,5.0,4.0,kathmandu
sunakothi,85000000,3080.25,20,south,2.5,5.0,7.0,9.0,lalitpur
imadol,32500000,1711.25,10,west,3.0,12.0,,23.0,lalitpur
grande villa,28000000,1369.0,26,east,2.5,6.0,3.0,11.0,kathmandu
imadol,26000000,752.95,13,south,3.0,5.0,3.0,5.0,lalitpur
hattigaunda,45000000,1711.25,15,east-north,2.5,6.0,5.0,5.0,kathmandu
chabahil,35000000,2121.9500000000003,8,west,2.5,4.0,2.0,19.0,kathmandu
goldhunga,15000000,752.95,13,east,2.5,5.0,5.0,21.0,kathmandu
gopikrishna hall,28500000,1369.0,12,west,2.5,6.0,4.0,5.0,kathmandu
nagarjun,22500000,1403.225,22,east-south,2.5,6.0,3.0,5.0,kathmandu
kapan,26500000,1369.0,13,north-west,2.5,,4.0,5.0,kathmandu
hattiban,28000000,1060.9750000000001,13,south,2.5,6.0,4.0,11.0,lalitpur
dadhikot,33000000,1471.675,13,south-west,3.5,8.0,5.0,2.0,bhaktapur
dhapakhel,27000000,1026.75,20,east-north,2.5,5.0,4.0,9.0,lalitpur
bhelpa,26500000,1095.2,11,south-west,2.5,5.0,3.0,6.0,lalitpur
mahadevsthan,10500000,1026.75,10,east,1.0,2.0,1.0,19.0,kathmandu
nakhipot,55000000,4449.25,14,south,2.5,6.0,5.0,2.0,lalitpur
budhanilkantha,67500000,2738.0,15,east-south,2.5,5.0,5.0,8.0,kathmandu
bouddha,67500000,3148.7,8,east-north,4.0,8.0,6.0,13.0,kathmandu
samakhusi,39000000,1026.75,13,west,2.5,3.0,4.0,5.0,kathmandu
sanagaun,22000000,1060.9750000000001,16,south,2.5,4.0,5.0,11.0,lalitpur
syuchatar,22000000,1095.2,14,west,2.5,4.0,4.0,5.0,kathmandu
rudreshwor,,1060.9750000000001,13,,,3.0,2.0,5.0,kathmandu
deuwa niwas,41500000,1369.0,14,north,2.5,4.0,4.0,12.0,kathmandu
raniban,32000000,1095.2,20,north,2.0,4.0,3.0,2.0,kathmandu
chandol,46000000,2156.1749999999997,13,west,2.5,5.0,3.0,3.0,kathmandu
 sanobharyang,39800000,1711.25,13,west,2.5,6.0,5.0,6.0,kathmandu
chunikhel,23000000,1095.2,0,west,2.5,6.0,4.0,2.0,kathmandu
paiyuntar,18500000,1060.9750000000001,10,west,4.0,7.0,5.0,11.0,kathmandu
bhaisepati,55000000,1437.45,12,south,2.0,3.0,4.0,11.0,lalitpur
nagarjun,40000000,1095.2,10,south,2.5,4.0,6.0,3.0,kathmandu
sanepa,190000000,5476.0,18,west,3.0,5.0,5.0,11.0,lalitpur
bhaisepati,,,0,north-west,,,,11.0,lalitpur
budhanilkantha,60000000,2738.0,15,west,,,,14.0,kathmandu
sitapaila,27000000,1369.0,20,north,,,,22.0,kathmandu
sanagaun,,1060.9750000000001,13,west,2.0,7.0,4.0,5.0,lalitpur
dhungeadda,15500000,1026.75,20,east,2.5,5.0,5.0,2.0,kathmandu
bagdurbar,30000000,1369.0,13,south,4.5,6.0,6.0,21.0,kathmandu
bhaisepati,25000000,1026.75,16,east-south,3.5,4.0,5.0,11.0,lalitpur
gurjudhara,32500000,1369.0,13,south,2.5,5.0,4.0,16.0,kathmandu
nakhipot,28000000,1095.2,13,south,2.5,5.0,3.0,11.0,lalitpur
chyasindol,27000000,1369.0,13,east,2.5,,,7.0,kathmandu
budhanilkantha,45000000,2395.75,20,east,2.5,5.0,,19.0,kathmandu
hattiban,25000000,1095.2,13,south,2.5,5.0,2.0,4.0,lalitpur
hattigaunda,30000000,1369.0,13,east-south,3.0,4.0,3.0,1.0,kathmandu
maitidevi,105000000,4791.5,13,east,3.5,8.0,5.0,23.0,kathmandu
tikathali,28500000,1026.75,13,east,2.5,9.0,4.0,9.0,lalitpur
kapan,,1711.25,13,south,2.5,7.0,4.0,3.0,kathmandu
putalisadak,150000000,2738.0,20,west,6.0,,,7.0,kathmandu
imadol,28000000,1026.75,13,west,3.0,4.0,4.0,9.0,lalitpur
gairidhara,51000000,1711.25,12,north,2.5,4.0,4.0,6.0,kathmandu
sunakothi,,4791.5,0,north,2.5,7.0,7.0,2.0,lalitpur
dhapasi,21000000,1026.75,13,east,2.5,5.0,2.0,11.0,kathmandu
golfutar,27000000,1369.0,13,east-south,2.5,5.0,4.0,13.0,kathmandu
greenland chowk,37500000,1711.25,20,east-south,2.0,5.0,4.0,9.0,kathmandu
samakhushi chowk,35500000,1095.2,13,north,2.5,6.0,4.0,2.0,kathmandu
makalbari,19500000,1026.75,13,west,2.5,5.0,3.0,9.0,kathmandu
 ramkot,28500000,1369.0,12,south,2.5,6.0,4.0,2.0,kathmandu
baluwa,68000000,1129.425,10,east-south,1.0,2.0,1.0,7.0,kathmandu
 imadol,28500000,1060.9750000000001,13,east-south,2.0,5.0,3.0,2.0,lalitpur
sunakothi,23000000,787.175,20,east,2.0,3.0,2.0,11.0,lalitpur
hepali height,55000000,1779.7,15,east-north,2.5,5.0,5.0,13.0,kathmandu
budhanilkantha,51500000,2840.675,13,south-west,2.0,5.0,3.0,12.0,kathmandu
minbhawan,35000000,1197.875,13,east,3.0,6.0,3.0,6.0,kathmandu
dhapakhel,30000000,1369.0,20,south-west,2.5,6.0,4.0,2.0,lalitpur
budhanilkantha,70000000,2669.5499999999997,12,east,3.0,7.0,4.0,10.0,kathmandu
baluwakhani,27500000,1060.9750000000001,16,west,3.0,6.0,3.0,17.0,kathmandu
balkot,29500000,1711.25,13,,2.5,4.0,3.0,14.0,bhaktapur
ochu height,22500000,1026.75,13,west,2.5,4.0,5.0,10.0,lalitpur
thankot,11500000,1060.9750000000001,13,east-south,1.0,3.0,1.0,5.0,kathmandu
naya bazar,77500000,3182.925,20,east,,,,,kathmandu
 sitapaila,31500000,1813.925,13,east-north,2.5,6.0,5.0,6.0,kathmandu
samakhushi chowk,55000000,1026.75,26,north,6.0,,,7.0,kathmandu
grande villa,39000000,1471.675,16,north,,4.0,,3.0,kathmandu
dhungeadda,29800000,1403.225,13,south-west,2.5,7.0,4.0,3.0,kathmandu
ganesh chowk,32500000,1197.875,14,south-west,2.5,5.0,5.0,5.0,kathmandu
sukedhara,30000000,1369.0,12,south,2.5,4.0,4.0,4.0,kathmandu
bansbari,52000000,2464.2000000000003,20,west,2.5,6.0,3.0,5.0,kathmandu
dhapasi,,2429.975,16,east-south,2.5,5.0,7.0,14.0,kathmandu
imadol,18000000,787.175,13,north,2.5,4.0,3.0,3.0,lalitpur
vinayak colony,51000000,1471.675,20,west,2.5,4.0,2.0,8.0,lalitpur
gothatar,22500000,1060.9750000000001,20,east,2.5,,,,kathmandu
mahadevtar,42500000,2464.2000000000003,12,east,3.5,14.0,7.0,3.0,kathmandu
 thankot,17000000,1197.875,13,east,3.0,7.0,4.0,2.0,kathmandu
 bhaisepati,60000000,2738.0,10,east-north,2.5,6.0,4.0,20.0,lalitpur
hepali height,34000000,1403.225,12,south,2.5,5.0,2.0,2.0,kathmandu
putalisadak,85000000,2395.75,12,east,3.5,6.0,7.0,10.0,kathmandu
satdobato,25000000,1197.875,10,north,2.5,,,3.0,lalitpur
goldhunga,29900000,1540.125,10,west,3.5,8.0,4.0,7.0,kathmandu
budhanilkantha,105000000,3080.25,16,west,2.5,5.0,4.0,5.0,kathmandu
kusunti,27500000,1369.0,15,south,2.5,5.0,3.0,7.0,lalitpur
syuchatar,22000000,1129.425,13,north,3.5,5.0,4.0,21.0,kathmandu
ratopool,150000000,5133.75,20,west,6.5,12.0,7.0,5.0,kathmandu
dhapasi,41000000,1369.0,20,east-south,3.0,5.0,4.0,13.0,kathmandu
shantinagar,39000000,1026.75,30,south,3.5,10.0,4.0,13.0,kathmandu
dhapasi,47500000,2395.75,20,east,3.0,4.0,5.0,13.0,kathmandu
bhaisepati,59500000,2053.5,13,south-west,2.5,5.0,5.0,3.0,lalitpur
imadol,37500000,1369.0,13,north,2.5,5.0,5.0,5.0,lalitpur
imadol,45000000,1095.2,20,east,2.5,4.0,4.0,11.0,lalitpur
ekatabasti,16000000,752.95,12,south,2.5,4.0,5.0,5.0,kathmandu
mandikhatar,27500000,1711.25,20,south,2.0,6.0,3.0,4.0,kathmandu
dhaneshwor,20000000,1095.2,12,south,2.5,7.0,3.0,3.0,kathmandu
 thulo bharayang,41500000,1437.45,13,east-north,3.5,7.0,6.0,2.0,kathmandu
patitar,67000000,3114.475,20,east-north,3.5,,,21.0,kathmandu
imadol,27000000,1129.425,13,east,3.5,5.0,4.0,5.0,lalitpur
suryadars.han height,35000000,1711.25,11,east-south,3.5,6.0,4.0,6.0,kathmandu
syuchatar,85000000,1403.225,20,south,3.5,7.0,4.0,5.0,kathmandu
banasthali,50000000,2738.0,20,east,2.5,5.0,3.0,7.0,kathmandu
sitapaila,27000000,1369.0,10,north,3.5,5.0,4.0,9.0,kathmandu
 nagarjung,31500000,1026.75,13,north,2.5,6.0,3.0,2.0,kathmandu
bhaisepati,31000000,1129.425,15,south-west,2.5,5.0,4.0,5.0,lalitpur
aarubari,35000000,1369.0,12,east,2.5,5.0,3.0,3.0,kathmandu
deuwa chowk,49500000,2738.0,13,east,2.5,8.0,5.0,4.0,kathmandu
imadol,32500000,1369.0,13,east,2.5,5.0,5.0,5.0,lalitpur
dhapasi,42500000,1711.25,18,south,2.5,6.0,5.0,2.0,kathmandu
thamel,55000000,1026.75,13,east-south,2.5,5.0,3.0,31.0,kathmandu
gyaneshwor,35000000,2053.5,15,south,3.5,4.0,4.0,8.0,kathmandu
megha city,12000000,1095.2,13,north,1.5,3.0,2.0,7.0,kathmandu
sundarbasti,38500000,1540.125,13,north,3.5,6.0,5.0,5.0,kathmandu
bhaisepati,35000000,1129.425,22,north,2.5,5.0,4.0,19.0,lalitpur
imadol,25500000,1026.75,13,west,2.5,5.0,4.0,11.0,lalitpur
kapan,22500000,1026.75,12,north,2.5,,,3.0,kathmandu
bhangal ,29500000,1095.2,10,north,2.5,5.0,3.0,11.0,kathmandu
budhanilkantha,45000000,1779.7,15,east,2.5,6.0,5.0,26.0,kathmandu
ganesh chowk,67500000,2087.725,12,east-north,2.5,6.0,5.0,5.0,kathmandu
ganesh chowk,32000000,1437.45,15,south-west,2.5,5.0,5.0,7.0,kathmandu
dharmasthali,24000000,1711.25,11,east-north,2.5,5.0,3.0,8.0,kathmandu
hepali height,34500000,1403.225,12,south,2.5,5.0,6.0,5.0,kathmandu
grande hospital,24500000,1095.2,12,north,2.5,5.0,3.0,3.0,kathmandu
godawari,,16770.25,12,,2.5,7.0,4.0,5.0,lalitpur
imadol,21500000,787.175,12,north,2.5,5.0,3.0,8.0,lalitpur
matatirtha,40000000,4551.925,16,east-north,3.0,6.0,4.0,4.0,kathmandu
mandikatar,,3764.75,13,east,2.5,5.0,3.0,11.0,kathmandu
maharajgunj,41000000,1711.25,12,west,4.5,12.0,4.0,3.0,kathmandu
imadol,25000000,1026.75,13,east,3.0,7.0,6.0,5.0,lalitpur
raniban,42500000,1471.675,20,east,2.5,3.0,3.0,4.0,kathmandu
imadol,22000000,1095.2,13,south,2.5,4.0,4.0,10.0,lalitpur
 chandragiri,26500000,1369.0,13,east,2.5,6.0,3.0,2.0,kathmandu
bhaisepati,27500000,1095.2,13,north,2.5,5.0,5.0,4.0,lalitpur
golfutar,28000000,1369.0,18,east,2.5,6.0,,13.0,kathmandu
